Score,Episodes,Duration_format,Genre_format,Name_format,Type_format,Source_format,similarity
8,77,24,0,2780,0,1,0.9997568116935274
7,1,66,8,1983,3,3,0.9997565736520188
7,38,25,18,1392,0,0,0.999755664813084
7,1,130,18,3914,3,0,0.9997551069685577
7,39,23,0,1405,0,1,0.9997548193768642
7,6,27,0,823,2,3,0.9997547373771061
5,1,42,0,1290,2,0,0.9997539296287314
7,1,90,17,2686,1,1,0.9997535566618024
6,65,4,0,2582,0,1,0.9997535540596553
7,35,25,18,1307,0,0,0.9997526564490629
6,25,25,18,1072,0,1,0.9997520678084749
8,1,50,18,1516,1,3,0.9997519886125263
7,1,115,18,3435,1,1,0.9997519456833951
7,47,24,17,1634,0,0,0.9997515180456392
8,1,93,18,2764,1,2,0.9997512224027097
9,47,24,18,1636,0,1,0.9997492827649934
7,1,96,0,2928,1,2,0.9997475001700626
6,39,25,0,1403,0,0,0.9997468630571947
7,1,85,0,2588,1,1,0.999746696541472
7,25,24,0,1002,0,2,0.9997462291023813
7,49,25,0,1720,0,1,0.9997455501317933
6,1,106,10,3155,1,3,0.9997453411627218
7,1,84,19,2478,1,1,0.9997449880670359
6,42,25,0,1490,0,1,0.9997447246298059
6,1,89,10,2635,1,5,0.9997446267257842
8,120,5,0,4741,0,1,0.9997442000387095
6,3,30,28,1165,2,3,0.9997438663409518
6,1,72,13,2119,3,0,0.9997429025287933
7,1,38,0,1150,2,1,0.9997427656072094
8,26,25,12,1032,0,0,0.9997422437267438
7,6,37,18,1130,2,3,0.9997418156592608
7,1,103,18,3025,1,1,0.9997411350440263
6,39,25,18,1389,0,1,0.9997406880093391
8,1,95,7,2812,1,1,0.9997399427702471
8,25,25,0,1015,0,3,0.9997397842836782
5,65,6,18,2370,0,0,0.9997396109440513
8,1,109,18,3192,1,1,0.9997389347492508
6,1,65,10,1897,1,1,0.9997382373873435
7,1,65,10,1896,1,5,0.9997381251417414
7,26,24,18,1065,0,0,0.9997375231431596
7,160,8,18,6023,4,3,0.9997372562128704
7,4,28,18,918,2,1,0.9997364710702196
6,2,29,28,1143,2,3,0.9997364010695204
7,1,100,19,2912,1,5,0.9997359579858341
6,7,26,18,868,2,2,0.9997357641673157
9,1,110,0,3297,1,1,0.9997353416680316
7,26,23,0,997,0,1,0.9997349547454513
6,2,29,28,1141,2,0,0.9997342515319555
6,6,30,18,952,2,1,0.9997341610696531
7,25,24,18,1039,0,2,0.9997339953898698
8,19,24,12,871,0,0,0.9997330077948627
7,1,93,8,2717,1,1,0.9997318320165371
6,51,23,18,1712,0,2,0.999731615297354
6,13,24,8,745,0,1,0.9997309029105718
8,7,49,18,1419,2,1,0.9997304446689138
6,22,25,18,990,0,1,0.9997302374052301
7,45,24,8,1502,0,1,0.9997287262583673
6,77,24,0,2650,0,1,0.9997285551416042
7,52,23,0,1772,0,0,0.9997281748188966
7,1,110,18,3169,1,5,0.9997269950240202
7,7,30,0,875,2,0,0.9997263689081609
6,1,90,0,2664,1,1,0.9997263673132338
7,1,23,8,694,3,0,0.9997262467601877
6,1,90,0,2663,1,1,0.9997260985576737
6,1,67,8,1929,1,1,0.9997258299741787
7,13,24,18,853,0,1,0.9997253788094456
7,1,88,0,2598,1,1,0.9997251393258059
8,26,25,18,1064,0,0,0.9997237170628409
6,1,99,0,2923,1,0,0.9997234602090714
6,3,30,28,1134,2,3,0.999722446108663
7,52,26,8,1715,0,1,0.9997222611772467
7,5,27,18,878,0,0,0.9997222519277253
9,64,24,0,2161,0,1,0.9997220454696177
6,1,24,18,830,2,2,0.9997218832151418
7,38,24,18,1326,0,0,0.9997217244055188
6,3,30,0,872,2,3,0.9997216171984822
6,3,30,10,862,2,3,0.9997202081775654
7,50,25,0,1690,0,0,0.9997200234272482
7,1,50,13,1429,2,1,0.9997194565434442
8,1,97,18,2766,1,0,0.9997191232531405
7,26,25,18,1053,0,1,0.9997185516030938
7,1,90,18,2563,1,0,0.9997179327707991
7,26,24,0,989,0,1,0.9997172481659171
6,1,50,0,1456,2,1,0.9997169724983594
8,1,107,0,3126,1,1,0.9997167686969979
6,13,24,18,841,0,2,0.9997166615330226
7,1,102,18,2900,1,1,0.99971657215883
7,52,23,0,1738,0,1,0.9997157679802935
7,26,25,18,1048,0,3,0.9997136623638552
6,45,5,0,1607,0,6,0.9997135258328597
7,26,23,0,970,0,1,0.9997131859619699
6,1,59,18,1682,1,3,0.9997130578725543
7,1,97,18,2743,1,2,0.9997129749439371
7,1,25,13,777,3,3,0.9997119465965728
7,51,22,9,1646,0,0,0.9997102415930327
8,1,96,0,2775,1,1,0.999709391693454
8,23,25,0,933,0,1,0.9997083149980381
8,1,82,0,2366,1,0,0.9997082035747781
7,52,24,18,1691,0,1,0.9997072394002889
5,100,5,3,3617,0,1,0.9997068006132117
9,25,24,18,1018,0,0,0.9997066835138689
7,26,24,0,976,0,1,0.9997062563494242
6,2,45,18,1297,2,0,0.9997061784416539
7,52,23,18,1685,0,1,0.9997053061613148
6,52,25,0,1716,0,1,0.9997048758335763
7,2,24,0,703,3,0,0.9997048591374881
7,12,24,0,727,0,1,0.9997045688836891
7,22,27,18,994,0,1,0.9997034165847039
7,50,23,0,1644,0,1,0.9997033706486248
7,53,23,18,1710,0,1,0.9997030009975524
7,146,24,18,4876,0,2,0.9997017918864652
7,13,25,0,759,0,0,0.9997010031868979
6,50,24,10,1599,0,0,0.9997009805736408
8,3,90,18,2488,2,1,0.9996989981997321
8,1,110,18,3061,1,1,0.9996988980597452
7,52,24,19,1679,0,1,0.9996987818216634
6,97,23,18,3132,0,1,0.9996973283989269
8,4,23,13,711,2,0,0.9996973144640714
6,1,56,0,1590,2,1,0.9996970840628782
8,1,121,0,3446,1,2,0.9996968839731016
7,3,30,0,847,2,1,0.9996953630273943
6,1,30,8,837,2,1,0.9996949682356405
7,26,23,13,955,0,0,0.999694326625212
8,1,109,8,3044,1,0,0.9996942752206452
6,3,46,18,1299,2,0,0.9996940274516727
7,4,28,13,811,2,1,0.9996926161332337
7,51,24,8,1612,0,1,0.99969187322026
7,1,56,18,1564,2,1,0.9996915565649768
8,26,23,18,1004,0,3,0.9996911320795345
8,1,105,0,2962,1,3,0.9996903585517029
7,26,24,18,1019,4,0,0.999690156342334
6,12,22,0,663,0,1,0.9996878830265709
6,13,26,8,756,0,3,0.9996865015820892
6,6,30,18,904,2,0,0.9996857612493625
7,86,24,0,2783,0,1,0.9996850107861913
7,51,24,0,1637,0,1,0.9996844730186202
7,1,80,18,2189,2,1,0.999684176980992
7,1,29,17,889,3,1,0.9996841261225379
6,61,24,4,1922,0,1,0.9996838473309445
6,16,7,0,531,0,1,0.999683513982037
6,12,24,18,804,0,1,0.999682898424722
7,1,33,0,926,1,0,0.9996826673893413
7,1,93,0,2600,1,1,0.999682644890815
5,115,10,0,3952,0,1,0.9996824292722271
7,1,93,0,2596,1,1,0.9996813659414076
7,3,29,0,808,2,3,0.9996807522606823
7,3,29,0,807,2,3,0.9996796537640362
7,1,110,18,2993,1,2,0.9996795018709245
7,131,23,0,4313,0,1,0.9996779832839352
5,2,37,18,1062,2,1,0.9996777432965808
7,26,24,0,946,0,0,0.9996776224802435
8,1,99,19,2682,1,3,0.9996768124388632
5,52,10,0,1696,0,0,0.9996767340968715
6,84,22,0,2694,0,2,0.9996764918152036
7,3,30,18,903,2,0,0.9996742447828356
7,52,25,10,1610,0,5,0.9996740898679862
7,52,25,10,1609,0,5,0.9996735491393298
6,52,22,10,1596,0,1,0.9996716092168143
7,2,57,18,1548,2,3,0.9996709953815569
7,51,25,18,1594,0,1,0.9996701912511046
5,1,80,18,2157,1,0,0.9996695232111815
5,2,30,18,896,2,1,0.9996694203538194
7,1,48,18,1324,1,1,0.9996688120796496
8,1,105,8,2844,1,0,0.9996687065354819
5,1,47,0,1289,2,1,0.9996686430744138
7,3,45,18,1240,2,1,0.999668399869156
6,1,39,0,1070,2,1,0.9996679325866653
6,1,56,18,1523,2,1,0.9996672441613833
6,1,44,18,1225,2,0,0.9996672165633481
6,1,56,18,1522,2,1,0.9996666161671659
6,26,25,18,995,0,0,0.9996648777634225
7,37,25,13,1195,0,1,0.999664701436665
7,4,30,0,815,2,1,0.9996645184765975
7,1,98,18,2621,1,0,0.9996636838035668
6,34,25,13,1118,0,1,0.9996617621650753
8,1,126,8,3394,1,1,0.9996614212013798
5,1,119,19,3179,1,1,0.9996607517817977
7,26,1,0,894,3,1,0.9996582967874257
7,52,24,13,1581,0,0,0.9996582305838136
6,3,30,28,1055,2,3,0.9996570447514335
6,12,14,0,488,0,1,0.9996558709658224
6,1,28,0,761,1,0,0.9996549703663961
9,99,24,0,3091,0,1,0.9996542828832491
8,13,23,0,689,2,1,0.9996540679226016
6,2,30,28,1056,2,3,0.9996536023393284
7,1,110,18,2909,1,0,0.9996524971646763
6,139,24,10,4349,0,0,0.9996522402954813
7,52,23,0,1601,0,1,0.999652232464509
6,25,24,0,895,0,1,0.9996519981900875
7,52,24,0,1603,0,1,0.9996518857499876
7,26,23,13,914,0,1,0.9996511655706941
7,4,15,0,437,2,0,0.9996502972807885
7,1,96,18,2527,1,2,0.9996495729694089
7,52,25,0,1602,0,0,0.999648723950795
6,3,30,0,799,2,1,0.9996476496562859
5,102,3,0,3408,0,6,0.9996475646930093
6,1,67,13,1759,1,0,0.9996473423430726
7,5,46,0,1214,2,1,0.9996464876378203
6,64,25,0,1953,0,1,0.9996464260537063
6,2,30,0,801,2,1,0.9996452141495173
7,1,97,0,2599,1,1,0.9996452004561275
9,1,117,10,3084,1,0,0.9996446657506735
8,1,108,0,2891,1,1,0.9996441105149348
6,50,5,0,1608,0,6,0.9996438817607586
7,6,30,0,796,2,1,0.9996436360319839
7,1,64,18,1687,2,1,0.9996432757773375
7,4,36,18,1000,2,1,0.9996432739523071
7,26,24,18,966,0,0,0.9996432596084117
7,52,25,0,1585,0,1,0.9996400569090335
7,13,25,0,713,0,0,0.9996400075817593
6,13,25,12,728,0,0,0.9996392083069524
8,1,116,8,3045,1,0,0.9996381914784084
5,52,25,18,1565,0,1,0.9996366555319437
6,61,24,0,1836,0,1,0.9996346501962144
7,2,24,0,646,2,0,0.999634475254796
6,1,58,18,1521,2,1,0.9996330660889791
7,24,8,0,734,0,1,0.9996318015263382
9,1,95,0,2502,1,1,0.9996295941485106
6,4,27,18,797,0,0,0.9996293822975422
8,39,25,0,1215,0,3,0.9996268157703481
5,130,1,0,4273,0,0,0.9996264602401711
6,73,25,18,2133,0,0,0.9996258193830199
7,6,30,13,803,2,2,0.9996257037518164
6,1,54,18,1411,1,1,0.9996250429858249
6,1,98,13,2516,1,3,0.9996237162354952
7,58,23,18,1701,0,1,0.9996235573698871
8,1,92,0,2409,1,0,0.9996233710438006
7,1,108,0,2827,1,1,0.9996223877077276
7,1,30,0,792,2,0,0.9996210125375645
7,1,100,0,2601,1,1,0.9996165750373914
6,3,50,18,1296,2,0,0.999615994963151
7,39,23,0,1183,0,1,0.9996149992903687
6,6,32,0,819,2,0,0.9996129871943332
6,26,25,0,893,0,0,0.999607701518041
8,3,37,13,953,1,1,0.9996066018031295
7,1,79,0,2030,2,1,0.9996052469062401
6,1,100,0,2573,1,1,0.9996051689631081
6,1,50,18,1293,2,0,0.9996049990570767
6,1,94,0,2417,1,1,0.9996048782208247
7,4,40,10,1003,2,1,0.9996046414249687
8,1,109,0,2801,1,1,0.9996042633645793
7,12,45,8,1122,2,3,0.9996041451115344
7,43,24,0,1280,0,1,0.9996039809779981
7,24,24,13,851,0,1,0.9996020465410934
7,12,24,0,658,0,0,0.9996017966441403
7,13,25,0,688,0,0,0.9996005326829909
6,1,2,18,565,1,1,0.9996003572067241
7,15,34,18,950,2,0,0.9996002984855858
8,52,25,18,1513,0,0,0.9996002316991736
4,2,50,10,1248,2,1,0.9995998494913362
6,12,24,10,660,0,1,0.9995989225046948
7,16,8,0,495,0,1,0.9995984345378761
7,1,57,13,1430,2,1,0.9995977697548835
7,13,25,0,687,0,3,0.9995963768641313
6,1,114,7,2872,3,1,0.9995945226942041
7,47,25,0,1378,0,1,0.9995944069407797
7,26,25,0,885,0,0,0.9995937360225203
7,1,100,13,2495,1,1,0.9995930856198543
8,53,25,8,1504,0,3,0.9995909164982935
7,52,25,19,1503,0,1,0.9995907669579156
6,3,30,0,757,2,3,0.9995891787368442
8,24,24,0,833,0,3,0.9995881623562943
6,3,53,13,1310,2,2,0.9995879408759356
6,12,26,0,685,0,1,0.9995852028012907
4,1,34,28,1058,2,0,0.9995839913814731
7,13,24,0,659,0,3,0.9995824350774296
6,1,87,0,2184,1,3,0.9995807489731663
7,49,24,18,1404,0,1,0.9995789234723867
7,170,23,0,4983,0,1,0.9995777900325084
7,52,24,0,1482,0,1,0.9995770331912402
7,1,98,0,2451,1,1,0.9995757762446266
8,1,110,0,2749,1,1,0.9995746469870971
7,26,24,0,856,0,1,0.999574414887489
7,1,100,18,2449,1,3,0.9995731585561326
7,26,24,0,855,0,2,0.9995728716441673
7,54,24,18,1520,0,0,0.9995717730667071
7,1,99,0,2464,1,1,0.9995703604786773
7,1,94,0,2334,1,2,0.9995684287855836
6,3,30,18,817,2,2,0.9995682152519452
7,1,95,0,2358,1,1,0.9995675605667823
6,1,88,18,2146,1,1,0.9995664734930001
7,6,30,18,816,2,0,0.9995661205398723
6,3,28,0,692,2,1,0.999565993248428
7,50,24,13,1391,0,0,0.9995635836481153
8,1,80,18,1945,2,1,0.9995613013497492
6,1,54,13,1313,1,1,0.9995612213928418
7,51,24,18,1432,0,0,0.9995610707057054
7,114,3,0,3407,0,1,0.9995608458381833
6,1,45,18,1131,2,3,0.9995585670009965
7,12,24,0,634,0,1,0.9995581810058871
7,26,22,0,820,0,0,0.9995577357889662
7,50,24,8,1379,0,0,0.9995576255504036
6,69,25,0,1911,0,1,0.9995549521485791
5,3,26,18,731,2,1,0.9995544666452312
7,1,2,18,546,1,0,0.999554273880177
7,26,22,0,818,0,3,0.999553982193611
6,2,50,18,1232,2,1,0.9995531778040279
6,13,24,0,637,0,0,0.9995530561362234
7,1,110,0,2697,1,1,0.9995528012456758
7,13,24,0,641,0,1,0.9995524463692635
7,7,30,0,735,2,1,0.9995523743352193
7,1,47,0,1151,2,1,0.999551868133862
6,6,36,0,870,2,0,0.9995507019965205
7,1,96,0,2343,1,1,0.9995483017760789
7,26,25,8,840,0,1,0.9995478807548772
6,1,55,8,1317,2,1,0.999547774527753
6,26,24,10,829,0,0,0.9995438768528068
5,52,25,0,1441,0,0,0.999542993354327
7,13,25,18,743,2,1,0.9995424686380614
6,47,23,11,1282,0,0,0.9995413528262838
7,25,24,0,814,0,1,0.9995409399797461
7,26,25,0,846,0,1,0.9995407967745759
6,2,38,18,961,2,1,0.9995392943965198
7,52,22,0,1425,0,1,0.9995391330519291
6,2,30,8,722,2,3,0.999538577893166
6,1,51,0,1233,2,1,0.9995385303341601
8,1,116,10,2769,1,0,0.9995373682185693
7,52,28,8,1423,0,3,0.9995365774888078
7,1,100,8,2373,1,3,0.9995309851713268
8,1,102,18,2412,1,0,0.9995298402974141
7,51,24,0,1394,0,1,0.9995292666908747
7,140,23,4,3841,0,2,0.9995291449583978
5,104,5,0,2977,0,1,0.9995290139485106
8,1,106,13,2501,1,0,0.999526552038031
6,26,25,18,887,0,0,0.9995257360496181
7,1,98,10,2304,1,0,0.999520647982348
7,25,24,0,800,0,1,0.9995184348947616
8,26,23,0,809,0,3,0.9995145334735519
8,1,102,18,2380,1,1,0.9995132626018637
6,13,23,13,636,0,0,0.9995130458216679
6,1,50,18,1198,2,1,0.9995119145006117
7,5,30,28,929,2,3,0.9995104411152036
6,1,23,13,600,2,1,0.9995096270538588
7,12,24,0,611,0,1,0.9995091725941796
8,1,130,8,3043,1,0,0.9995088782434425
7,6,30,28,927,2,3,0.9995086106146903
7,1,110,0,2597,1,1,0.9995073026228161
7,52,25,8,1376,0,5,0.9995068760396583
6,3,29,0,683,2,0,0.9995062621393177
7,1,75,10,1736,1,1,0.9995042414982375
7,11,22,18,664,0,1,0.9995041144818754
6,1,27,0,645,3,0,0.9995034078276473
7,13,24,18,708,0,3,0.9995032872049626
7,12,24,0,609,0,2,0.9995032171976292
6,2,30,28,928,2,3,0.9995019413628738
6,5,30,28,921,2,3,0.9995018683937152
7,1,93,8,2155,1,3,0.9995018654674527
7,1,55,10,1271,2,1,0.999500411328805
7,1,106,19,2447,3,1,0.9994977948815748
6,3,30,28,922,2,3,0.999497612967109
7,1,91,0,2131,3,1,0.9994971146475073
8,26,25,13,835,0,0,0.9994960788765561
6,13,23,0,591,0,0,0.9994941501298968
6,10,30,28,920,2,3,0.9994941365273129
6,39,25,13,1073,0,1,0.9994928347333194
6,1,67,18,1550,2,1,0.9994904430310017
7,50,24,18,1330,0,0,0.9994893920766963
6,1,42,0,982,4,2,0.9994893305230851
6,2,30,28,919,2,3,0.9994884027885045
7,13,24,13,644,0,1,0.9994853986661363
7,1,95,0,2195,1,1,0.9994802195851054
8,6,30,0,698,2,1,0.9994773177508939
7,25,24,10,776,0,1,0.9994768394819492
7,63,25,0,1631,0,1,0.999474758905032
6,51,25,0,1337,0,2,0.9994746869821962
6,12,15,0,435,0,0,0.999472888900906
6,3,40,10,906,2,1,0.9994725825196311
8,2,30,0,699,2,1,0.9994720172955405
6,2,30,28,908,2,3,0.999471221444063
6,13,12,8,430,0,3,0.9994711459270077
7,12,24,0,595,0,1,0.9994711061722571
5,1,37,18,897,2,1,0.9994703002812972
8,1,30,0,704,3,1,0.9994698977960461
8,6,30,0,695,2,0,0.9994698812440775
7,1,92,0,2107,3,1,0.9994676349718528
7,51,24,0,1322,0,2,0.9994635626664657
7,26,25,13,813,0,0,0.9994621416674349
8,14,23,0,601,0,3,0.9994615294734567
6,52,24,18,1344,0,0,0.9994581935625794
7,26,24,0,784,0,0,0.9994572751881392
7,47,25,0,1226,0,0,0.9994538084233363
6,13,24,8,594,0,1,0.9994534348244473
8,49,24,0,1267,0,1,0.9994533407624624
6,12,25,0,604,0,3,0.9994523060703336
6,1,59,10,1314,1,1,0.9994511809583536
6,1,57,18,1295,2,0,0.9994507882805576
7,148,24,18,3743,0,1,0.9994492455037499
5,77,24,0,1948,0,6,0.9994489745046632
7,2,27,0,617,2,1,0.9994471537205251
7,24,24,0,744,0,0,0.9994466710213925
8,35,25,0,962,0,1,0.9994455478748868
6,2,55,18,1243,2,1,0.9994445088898347
6,12,24,0,582,2,1,0.9994441660294566
7,2,30,13,705,2,1,0.9994428079732247
7,12,23,8,569,0,0,0.9994426270757486
7,1,92,18,2041,1,1,0.9994417663811104
7,1,111,8,2465,1,1,0.9994398105032246
7,41,23,10,1057,0,5,0.9994384377801556
6,51,25,0,1301,0,1,0.9994375145442537
6,1,24,0,549,2,3,0.9994364760324157
7,1,31,0,700,1,1,0.9994355239813796
7,68,25,17,1681,0,1,0.9994310084120092
7,13,23,0,571,0,0,0.999429844650809
6,1,46,18,1051,2,0,0.9994284938284479
6,2,39,0,866,2,1,0.9994284310091449
7,2,29,13,679,2,1,0.9994271623353942
7,26,24,18,822,0,1,0.9994262028404859
6,3,15,13,436,2,0,0.9994246494008103
6,1,15,13,439,2,0,0.9994244276226316
7,4,36,0,795,2,1,0.999421349587192
7,1,110,18,2404,1,1,0.9994207026964502
8,1,90,0,1992,1,1,0.9994203829524313
6,6,26,0,580,2,0,0.9994197288429888
8,1,105,0,2325,3,1,0.9994197085347665
6,1,75,8,1633,1,3,0.9994165682831823
7,26,24,10,763,0,1,0.9994162692307804
7,1,88,8,1918,1,1,0.9994156108462298
7,66,25,0,1630,0,1,0.9994141902054616
8,50,24,8,1237,0,0,0.9994130629742585
6,25,24,18,798,0,2,0.999411986555262
6,13,23,0,559,0,1,0.9994105983251657
6,1,100,18,2171,1,3,0.999410202401454
6,4,30,28,867,2,1,0.9994101586805401
9,37,23,17,988,0,1,0.9994062574248062
7,8,41,13,900,2,0,0.9994057419431597
7,23,24,0,707,0,3,0.9993998887114197
8,51,25,8,1252,0,1,0.9993995882973213
7,49,24,18,1228,0,0,0.9993974777626361
8,13,25,18,681,2,1,0.9993971314604192
7,52,24,0,1284,0,0,0.9993964699116706
8,6,30,0,661,2,0,0.9993933286496682
6,13,24,0,570,0,1,0.999391195483676
5,1,71,18,1533,2,3,0.9993903443478916
7,2,30,12,677,2,3,0.9993902515187483
7,10,37,0,805,2,1,0.9993867718552909
5,1,33,10,718,1,0,0.999386650152857
6,1,81,18,1737,1,3,0.9993861873971979
8,1,100,18,2138,1,1,0.9993858113931717
7,65,25,0,1574,0,1,0.9993851603788728
8,52,24,0,1274,0,1,0.9993841409730624
6,2,29,19,714,2,1,0.9993764424725425
7,6,25,10,563,0,3,0.99937411850867
7,74,25,0,1771,0,1,0.9993730447144629
6,13,25,0,581,0,1,0.9993714301283431
7,1,23,13,552,2,0,0.9993659087075081
7,13,26,0,602,0,3,0.9993632609318672
8,1,110,18,2310,1,2,0.9993575741493171
5,1,75,18,1584,1,0,0.9993559666330561
8,1,156,8,3291,1,1,0.9993556280068876
7,2,30,18,712,2,1,0.9993508697971523
7,50,25,0,1206,0,0,0.9993484165504217
7,3,30,18,709,2,3,0.9993448395142086
7,51,24,13,1210,0,0,0.9993433255680668
5,143,20,3,3393,0,1,0.999343087667684
7,1,150,18,3125,1,0,0.9993418357425268
5,1,24,0,513,2,3,0.9993418086805161
7,4,27,18,656,2,1,0.9993388632335195
6,12,24,18,630,0,1,0.9993376884876142
7,12,22,0,514,0,0,0.9993349700825224
6,1,37,7,768,2,1,0.9993296060101621
7,24,25,0,706,0,3,0.9993289807572167
6,1,55,0,1148,2,3,0.9993275700056781
7,1,75,19,1555,1,1,0.9993211672568906
8,1,90,18,1854,1,1,0.9993206117873283
5,130,5,0,3120,0,1,0.9993177475872553
8,12,24,18,631,0,1,0.9993177111593705
7,1,96,18,1970,1,2,0.9993158241064634
7,1,24,8,518,3,0,0.9993069718596936
7,26,22,10,696,0,2,0.9993044793997536
5,151,5,5,3578,0,1,0.9993043667822821
7,12,25,0,555,0,1,0.9993016902653931
7,26,20,8,669,0,3,0.999299250024723
5,1,90,0,1844,1,1,0.9992949807335482
6,1,55,18,1140,1,3,0.9992942870286011
7,42,24,13,998,0,1,0.9992911523503383
7,52,24,0,1202,0,0,0.9992909116985682
8,1,127,8,2574,1,3,0.999290644726921
7,2,32,13,680,2,1,0.9992867853602994
7,24,25,12,702,0,0,0.9992855371305351
7,1,93,0,1894,1,1,0.9992847204589788
6,24,14,0,575,0,1,0.9992836537209658
8,61,25,8,1370,0,1,0.9992774590153718
6,4,27,0,551,2,0,0.9992772854571618
7,3,28,0,574,2,1,0.9992755461977822
7,26,23,0,691,0,1,0.9992733145534437
8,1,111,18,2221,1,1,0.9992712911327554
7,13,24,10,553,0,3,0.999270701556055
7,2,24,0,502,3,3,0.9992700044381491
7,91,25,0,2037,0,1,0.9992699972844657
7,12,23,8,517,0,0,0.9992659269791397
6,3,25,0,509,2,1,0.9992659125979523
6,2,50,18,1025,2,1,0.9992607841844386
6,4,45,8,890,2,1,0.999259623219149
7,4,34,18,741,2,0,0.9992595811112468
7,32,23,10,786,0,0,0.9992571242802244
8,1,96,18,1907,1,0,0.9992543341056707
6,12,24,0,521,0,0,0.9992541628670386
6,1,73,18,1457,1,1,0.999252276848407
8,1,123,0,2450,1,0,0.9992422290971342
8,43,22,19,1011,0,1,0.9992418127414485
7,1,56,18,1129,2,1,0.9992408357020092
5,1,27,8,544,2,1,0.9992394980374399
6,88,20,0,1932,0,1,0.9992345151971372
5,164,25,0,3627,0,1,0.9992311809913286
7,24,24,13,678,0,0,0.99923057697049
7,9,24,0,499,0,0,0.9992289209532879
8,1,114,0,2251,1,0,0.9992258925869255
8,12,50,8,978,2,1,0.9992243043653757
7,1,65,18,1283,1,1,0.9992191910777637
8,1,72,0,1416,1,5,0.999217507840686
6,103,25,0,2238,0,1,0.9992170319939722
7,13,24,0,525,0,3,0.9992141501771734
6,48,26,0,1079,0,2,0.9992080450011642
8,22,24,0,626,0,1,0.9992079784533803
7,12,23,0,497,0,1,0.9992069015016495
6,1,45,0,881,2,0,0.9992066556834697
7,1,90,18,1747,1,0,0.9992065904752965
7,5,24,0,481,2,0,0.9992040605756911
7,1,22,10,467,2,1,0.9992037209443201
7,47,27,18,1081,0,1,0.9992015376239846
7,3,45,18,905,2,0,0.9991964685055241
6,1,70,18,1360,2,0,0.9991928802986914
6,1,105,8,2019,1,0,0.9991907862336099
5,1,86,19,1660,2,0,0.9991895422166246
7,1,110,18,2110,1,3,0.9991881924261928
7,48,8,0,1034,0,1,0.9991881593862147
6,1,48,18,956,2,1,0.9991870211389533
7,3,45,18,901,2,0,0.999186951125348
6,1,79,0,1528,2,0,0.999185666566909
7,12,24,0,507,0,1,0.9991814173892976
7,10,30,0,597,2,1,0.999179753131695
7,13,26,13,576,0,0,0.9991788047317672
7,1,112,0,2158,1,1,0.9991778761995352
6,3,30,28,767,2,3,0.9991746268783622
7,26,24,8,668,0,3,0.9991739147556373
6,91,24,0,1926,0,0,0.9991691766513938
7,26,23,0,657,0,3,0.999166956437124
7,12,24,8,510,0,3,0.9991637726674817
7,74,25,0,1566,0,1,0.9991634856862353
7,1,87,5,1649,1,2,0.9991601716953138
8,26,24,10,671,0,1,0.9991563666991135
7,51,24,0,1099,0,1,0.9991563226892115
7,1,93,18,1760,1,2,0.9991555779288089
7,1,136,10,2568,1,0,0.9991516486628482
7,1,30,0,578,1,1,0.9991504447159766
7,52,24,0,1112,0,1,0.9991448001102751
6,50,26,13,1080,0,1,0.999144295420228
7,61,23,0,1281,0,1,0.9991387423673058
7,51,21,0,1076,0,1,0.9991356880051191
8,1,150,0,2829,1,0,0.9991314352472824
8,1,90,18,1683,1,3,0.999127773907163
7,1,97,18,1810,1,2,0.9991259965995911
6,1,50,0,940,2,1,0.9991252256569713
7,50,25,18,1084,0,1,0.9991245331879268
4,2,30,0,562,2,1,0.999123146293256
7,1,85,10,1580,1,0,0.9991226162460962
7,78,24,0,1613,0,1,0.9991219646795387
5,1,74,18,1387,2,0,0.9991196773560176
7,5,37,18,742,2,3,0.9991192081261628
7,104,20,0,2149,0,1,0.9991184995970709
7,1,80,8,1484,1,1,0.9991183439080292
7,13,24,0,501,0,2,0.9991167256115987
7,52,20,0,1075,0,1,0.9991020395694571
6,13,25,0,508,0,1,0.9990985558970771
7,1,78,0,1447,1,1,0.9990982100771623
8,39,24,8,849,0,1,0.9990979118642526
7,2,27,18,586,2,1,0.9990954442191037
7,51,24,10,1059,0,1,0.9990937640789812
7,1,95,18,1746,1,0,0.9990896711806327
8,39,25,0,857,0,0,0.9990825146637597
7,26,24,8,640,0,1,0.999078262264877
6,4,30,0,554,2,0,0.9990767912520964
8,6,24,0,461,0,3,0.9990728135316734
7,1,33,0,613,1,3,0.9990724048589179
7,4,67,18,1230,2,0,0.9990720045294796
9,148,23,18,2969,0,1,0.9990719366758076
7,13,24,0,491,0,1,0.9990714615870082
7,1,43,0,791,2,0,0.9990667764695816
7,1,48,0,880,2,0,0.9990630270722631
6,100,10,0,2031,0,1,0.999060120269987
8,26,24,0,639,0,1,0.999059421191916
8,39,27,13,869,0,3,0.9990582579891683
7,52,24,18,1082,0,1,0.9990559670002102
6,12,24,0,478,0,3,0.9990534999508093
8,26,24,12,652,0,3,0.9990524808761247
8,24,24,0,610,0,1,0.999051966918483
6,1,95,18,1717,1,3,0.9990514429204317
7,13,24,8,492,0,1,0.9990496102873546
8,1,121,18,2178,1,3,0.999047433293921
6,13,24,13,515,0,3,0.9990352302529615
7,1,83,8,1485,1,1,0.9990343742069677
7,3,45,18,842,2,1,0.999029616674181
7,25,24,18,667,0,0,0.9990256785804774
6,2,30,28,721,2,3,0.9990254704383594
