Score,Episodes,Duration_format,Rating_format,Genre_format,Producers_format,Studios_format,Name_format,Type_format,Source_format,cluster
6.9,11,25,1,7,3,299,1709,0,1,3
7.65,26,24,0,7,6,5,1710,0,0,3
7.53,25,24,1,0,0,102,1711,0,1,3
6.95,3,45,1,3,18,55,1712,2,1,3
6.46,6,30,1,0,10,15,1713,2,0,3
5.97,30,20,3,0,6,1,1714,0,26,3
6.94,1,93,3,0,22,29,1715,1,1,3
6.35,2,29,2,8,213,111,1716,2,2,3
6.82,1,65,1,2,214,299,1717,1,8,3
5.91,1,19,1,0,12,17,1718,2,2,3
5.85,1,33,1,1,43,19,1719,1,6,3
6.8,39,24,3,2,2,14,1720,0,1,3
6.13,13,24,3,1,215,44,1721,0,1,3
6.99,5,29,2,10,188,90,1722,2,2,3
5.86,2,35,1,0,215,182,1723,2,1,3
7.84,1,61,0,1,216,25,1724,1,4,3
8.07,1,59,2,1,216,25,1725,1,4,3
8.35,1,112,1,1,42,96,1726,1,0,3
7.59,1,96,1,1,42,96,1727,1,0,3
5.99,1,48,1,0,82,3,1728,2,1,3
6.19,2,30,2,7,106,56,1729,2,1,3
6.48,69,25,3,0,7,83,1730,0,1,3
6.01,36,25,3,6,3,225,1731,0,1,3
4.31,1,30,1,1,140,10,1732,2,26,3
6.52,28,25,1,1,3,14,1733,0,1,3
6.58,26,25,3,3,14,14,1734,0,5,3
6.73,52,22,3,5,25,266,1735,0,5,3
7.7,104,3,3,0,2,182,1736,0,1,3
7.51,1,113,1,0,24,299,1737,1,1,3
6.42,91,24,3,0,91,171,1738,0,0,3
7.32,26,22,2,4,5,182,1739,0,1,3
7.29,5,35,1,0,13,8,1740,3,1,3
6.46,52,23,1,19,181,19,1741,0,0,3
5.73,13,25,3,3,2,100,1742,0,0,3
5.98,1,45,2,0,1,182,1743,2,1,3
6.33,52,25,1,1,217,112,1744,0,5,3
8.15,3,29,0,0,6,43,1745,3,4,3
7.94,52,25,1,4,2,33,1746,0,1,3
4.81,1,42,2,0,43,77,1747,2,1,3
5.98,2,30,2,10,218,93,1748,2,0,3
7.31,3,30,2,10,106,113,1749,2,2,3
6.82,2,28,2,10,106,56,1750,2,2,3
8.11,25,24,0,1,14,206,1751,0,0,3
7.65,1,80,1,1,41,2,1752,2,1,3
6.25,39,24,1,1,22,299,1753,0,0,3
5.0,77,24,1,0,16,3,1754,0,10,3
7.11,4,29,2,10,120,75,1755,2,1,3
6.64,2,29,2,10,219,106,1756,2,2,3
6.85,2,30,2,10,106,114,1757,2,2,3
7.05,1,110,1,0,43,55,1758,1,1,3
6.29,64,25,3,0,14,55,1759,0,1,3
7.32,13,23,1,0,6,86,1760,0,1,3
6.15,13,5,1,0,220,15,1761,4,5,3
7.42,154,24,1,1,7,126,1762,0,1,3
7.46,13,24,1,0,6,86,1763,0,1,3
6.27,1,44,2,1,23,1,1764,2,1,3
5.73,1,14,3,5,47,97,1765,1,10,3
6.77,6,22,1,0,53,39,1766,2,0,3
6.12,2,30,2,10,106,56,1767,2,1,3
6.14,4,40,0,16,221,77,1768,2,0,3
6.77,2,27,2,8,120,75,1769,2,1,3
6.45,50,25,3,1,3,171,1770,0,0,3
7.32,2,25,1,0,11,122,1771,2,1,3
5.39,1,24,2,16,222,71,1772,2,0,3
7.06,12,22,1,0,3,14,1773,0,1,3
6.93,1,96,1,1,4,6,1774,1,26,3
6.21,1,17,1,0,65,36,1775,2,26,3
7.34,51,24,1,0,2,48,1776,0,1,3
7.54,50,24,2,1,2,318,1777,0,1,3
6.69,52,22,3,2,2,102,1778,0,9,3
6.75,51,24,3,0,159,30,1779,0,0,3
6.65,39,20,3,1,2,259,1780,0,26,3
8.01,7,23,1,0,7,35,1781,2,1,3
7.1,12,5,1,0,0,5,1782,0,1,3
8.0,1,25,1,3,8,78,1783,3,2,3
7.13,12,23,2,0,6,12,1784,0,1,3
6.84,26,24,1,4,11,41,1785,0,4,3
6.53,1,66,1,3,3,299,1786,3,5,3
6.79,1,29,1,0,48,6,1787,3,26,3
8.33,13,24,1,3,6,43,1788,0,1,3
7.01,1,23,1,0,12,182,1789,3,1,3
6.07,3,20,0,20,23,50,1790,2,6,3
7.85,22,22,0,1,3,23,1791,0,0,3
6.98,6,12,1,1,223,182,1792,2,6,3
7.97,1,90,1,0,224,182,1793,1,1,3
8.17,1,112,1,0,6,46,1794,1,0,3
5.64,24,3,3,0,0,8,1795,4,0,3
6.42,26,23,3,3,225,299,1796,0,5,3
7.36,3,30,3,2,214,299,1797,2,0,3
5.5,1,35,1,0,1,62,1798,2,0,3
6.82,13,24,0,1,11,146,1799,0,1,3
7.08,1,24,1,0,0,5,1800,3,1,3
7.88,2,30,1,0,62,4,1801,2,1,3
6.51,7,5,1,0,12,1,1802,3,0,3
7.69,26,24,1,1,6,0,1803,4,0,3
8.96,24,24,1,0,8,78,1804,0,2,3
7.57,1,23,0,0,6,0,1805,3,0,3
7.35,24,24,0,1,226,380,1806,0,4,3
7.4,26,25,1,3,227,122,1807,0,6,3
7.04,25,23,1,2,6,15,1808,0,26,3
7.73,25,24,1,0,2,1,1809,0,1,3
7.11,3,23,0,0,228,88,1810,2,1,3
6.78,12,24,2,1,136,22,1811,0,1,3
6.56,51,20,1,0,2,3,1812,0,26,3
5.89,1,105,1,3,99,182,1813,1,0,3
6.33,25,23,1,0,2,34,1814,0,1,3
6.1,1,30,1,3,19,380,1815,2,2,3
6.98,13,24,2,0,24,4,1816,0,1,3
8.24,25,24,1,0,48,1,1817,0,4,3
6.68,39,23,1,1,225,299,1818,0,0,3
5.93,12,24,0,1,172,182,1819,0,6,3
7.9,1,46,0,1,216,25,1820,1,4,3
8.56,1,114,0,1,216,25,1821,1,4,3
5.88,100,10,3,0,2,115,1822,0,1,3
6.84,26,24,1,1,2,0,1823,0,0,3
5.79,2,20,2,10,229,56,1824,2,2,3
7.1,2,30,2,10,38,116,1825,2,2,3
6.5,6,1,1,0,17,50,1826,3,1,3
6.68,13,1,3,0,230,275,1827,0,0,3
7.23,91,25,1,0,6,50,1828,0,6,3
7.23,14,24,1,0,17,78,1829,0,4,3
6.98,13,25,1,2,142,15,1830,0,26,3
7.29,1,92,1,1,6,3,1831,1,1,3
6.19,52,21,1,0,82,30,1832,0,0,3
7.82,1,116,1,0,82,102,1833,1,1,3
7.82,1,42,1,0,10,78,1834,2,3,3
8.17,11,23,1,0,3,1,1835,0,1,3
7.29,12,23,3,3,22,72,1836,0,1,3
6.01,3,30,0,3,10,215,1837,2,1,1
6.71,4,28,2,3,186,215,1838,2,1,1
6.53,39,24,1,1,3,299,1839,0,1,1
6.17,2,24,2,10,222,71,1840,2,1,1
5.66,1,18,2,10,219,56,1841,2,0,1
6.24,1,30,2,10,106,56,1842,2,1,1
5.28,1,30,2,10,218,44,1843,2,1,1
6.58,23,23,2,1,197,171,1844,0,0,1
6.5,50,25,1,0,2,55,1845,0,0,1
5.98,2,50,1,1,91,14,1846,2,1,1
6.87,7,15,1,11,63,62,1847,4,0,1
6.42,50,24,3,0,20,206,1848,0,0,1
6.18,3,30,1,0,99,15,1849,2,1,1
6.84,12,24,1,0,9,11,1850,0,1,1
7.14,13,24,0,1,60,21,1851,0,1,1
7.26,13,24,1,0,231,14,1852,0,1,1
6.08,2,30,2,10,113,338,1853,2,2,1
8.57,1,125,2,1,6,46,1854,1,0,1
5.0,50,24,1,1,20,206,1855,0,0,1
7.24,13,24,0,1,19,9,1856,0,1,1
7.11,26,25,3,12,232,10,1857,0,0,1
6.3,20,12,2,0,9,3,1858,0,1,1
7.62,1,117,0,1,0,206,1859,2,0,1
6.82,4,30,2,10,120,117,1860,2,1,1
6.67,2,30,2,10,106,89,1861,2,2,1
7.29,12,24,1,1,46,182,1862,0,1,1
6.94,1,1,2,1,20,206,1863,3,1,1
6.09,2,33,2,8,219,71,1864,2,2,1
7.44,24,23,0,1,136,1,1865,0,4,1
6.75,26,25,1,0,233,4,1866,0,26,1
7.27,20,24,1,1,4,19,1867,0,1,1
6.12,1,30,3,4,90,34,1868,1,0,1
5.0,26,25,3,2,5,102,1869,0,0,1
5.24,1,47,2,3,53,110,1870,2,0,1
7.13,8,3,1,14,6,46,1871,14,0,1
7.36,1,24,1,2,12,1,1872,3,0,1
6.18,12,24,2,1,136,22,1873,0,6,1
8.13,25,24,1,0,20,72,1874,0,1,1
7.64,12,23,0,1,12,13,1875,0,1,1
7.24,12,24,1,2,158,4,1876,0,26,1
6.13,4,30,2,10,44,22,1877,2,2,1
6.13,11,11,1,0,234,118,1878,0,0,1
6.47,12,25,2,0,39,17,1879,0,2,1
7.22,13,24,1,3,6,5,1880,0,1,1
6.45,1,51,2,3,172,5,1881,2,1,1
7.01,2,23,1,1,39,41,1882,2,1,1
5.62,4,30,2,10,120,22,1883,2,2,1
7.85,12,24,1,0,17,5,1884,0,1,1
6.35,2,29,2,8,213,111,1885,2,2,1
6.44,6,30,1,1,10,77,1886,2,1,1
4.46,1,35,2,10,153,71,1887,2,0,1
6.89,1,110,1,1,23,266,1888,1,5,1
7.19,13,23,0,7,17,182,1889,0,5,1
7.32,26,24,1,2,0,206,1890,0,26,1
6.32,1,4,1,14,46,15,1891,14,0,1
7.13,26,23,0,7,10,5,1892,0,2,1
7.75,24,24,0,0,6,86,1893,0,1,1
8.05,5,33,2,1,46,182,1894,2,1,1
7.23,13,23,1,0,19,8,1895,0,1,1
5.94,1,72,2,4,34,162,1896,3,0,1
8.08,2,26,1,0,11,15,1897,2,1,1
5.45,4,27,2,1,235,3,1898,2,0,1
5.33,2,44,0,1,10,77,1899,2,1,1
5.53,12,25,1,1,0,5,1900,0,0,1
6.37,12,27,0,4,5,182,1901,0,2,1
7.53,24,24,0,1,60,182,1902,0,6,1
7.9,1,130,2,0,6,12,1903,1,0,1
6.78,12,24,1,0,12,62,1904,0,1,1
7.81,26,13,1,0,224,37,1905,0,1,1
4.66,5,30,2,1,12,22,1906,2,1,1
6.26,73,25,3,1,36,171,1907,0,0,1
6.63,26,25,0,1,3,217,1908,0,1,1
6.04,25,25,1,0,230,182,1909,0,6,1
8.45,25,24,1,0,25,48,1910,0,1,1
8.02,1,100,1,1,25,8,1911,1,1,1
7.05,12,24,1,0,136,18,1912,0,1,1
7.11,13,24,2,1,40,215,1913,0,1,1
7.32,12,24,0,1,19,9,1914,0,1,1
6.93,12,23,0,1,172,182,1915,0,1,1
8.35,25,23,1,9,5,182,1916,0,1,1
7.2,26,24,1,2,6,21,1917,0,4,1
5.74,1,88,1,1,10,62,1918,1,1,1
6.55,2,30,2,10,120,89,1919,2,1,1
7.39,52,5,1,0,100,5,1920,4,11,1
6.89,104,20,3,0,2,6,1921,0,1,1
7.74,12,23,0,0,6,86,1922,0,1,1
7.32,48,24,3,1,156,206,1923,0,0,1
7.17,23,23,0,1,0,206,1924,0,1,1
8.36,15,24,0,11,6,18,1925,0,4,1
6.43,50,24,1,6,20,206,1926,0,9,1
7.23,1,93,1,3,47,182,1927,1,5,1
6.26,26,25,1,18,236,33,1928,0,8,1
5.42,1,80,1,1,141,71,1929,1,0,1
7.16,2,29,2,10,120,70,1930,2,1,1
6.18,12,23,1,0,63,43,1931,0,4,1
9.19,64,24,0,0,6,0,1932,0,1,1
7.49,25,5,1,0,17,78,1933,4,3,1
6.26,16,5,2,0,11,50,1934,0,3,1
7.36,12,24,1,0,12,1,1935,0,4,1
6.51,4,30,1,0,101,26,1936,2,2,1
7.32,12,24,1,0,24,1,1937,0,1,1
5.98,3,40,1,1,91,46,1938,2,1,1
6.9,1,34,1,0,24,299,1939,3,1,1
6.44,25,24,1,1,34,206,1940,0,0,1
6.93,11,22,2,3,18,102,1941,0,5,1
5.95,1,100,0,1,9,182,1942,1,5,1
6.84,2,30,2,10,120,89,1943,2,1,1
7.58,2,42,0,8,24,43,1944,2,4,1
6.95,2,30,2,10,106,89,1945,2,2,1
7.06,2,6,1,0,62,4,1946,3,1,1
7.11,39,23,3,1,150,181,1947,0,1,1
7.53,1,59,0,1,216,25,1948,1,4,1
8.44,1,121,0,1,216,25,1949,1,4,1
7.07,24,23,1,1,21,4,1950,0,5,1
7.3,26,23,2,1,5,182,1951,0,1,1
7.59,127,24,3,6,2,6,1952,0,26,1
5.0,13,24,2,0,5,86,1953,0,0,1
6.49,51,23,1,2,20,102,1954,0,1,1
6.29,1,87,1,0,220,15,1955,1,5,1
7.5,2,24,0,0,23,299,1956,2,1,1
6.6,1,21,1,2,4,6,1957,3,26,1
8.67,26,23,1,0,11,182,1958,0,1,1
7.43,51,24,1,0,2,21,1959,0,1,1
7.09,26,24,3,5,34,55,1960,0,5,1
5.8,1,1,3,1,21,206,1961,3,0,1
7.36,13,24,2,0,6,12,1962,0,1,1
5.0,25,24,1,0,37,215,1963,0,1,1
7.08,1,10,2,0,6,12,1964,3,1,1
8.57,13,24,1,3,6,43,1965,0,1,1
6.65,1,30,2,0,39,103,1966,2,2,1
6.93,2,27,2,10,120,89,1967,2,1,1
6.41,52,24,1,2,179,102,1968,0,0,1
8.36,12,24,1,2,224,43,1969,0,4,1
6.95,13,24,1,1,2,12,1970,0,4,1
6.49,6,51,2,0,134,119,1971,2,1,1
7.39,12,23,1,1,10,15,1972,0,26,1
7.27,13,23,0,1,12,84,1973,0,2,1
8.08,1,12,3,3,108,57,1974,1,0,1
6.26,1,65,1,1,119,39,1975,2,26,1
6.2,53,24,3,0,2,215,1976,0,1,1
4.49,1,36,2,10,153,71,1977,2,0,1
6.72,51,23,1,1,155,206,1978,0,0,1
8.35,50,25,1,2,25,15,1979,0,5,1
6.82,48,24,3,1,156,206,1980,0,0,1
5.6,1,31,1,11,24,182,1981,2,1,1
6.46,12,24,1,0,24,11,1982,0,4,1
8.24,1,111,1,1,82,55,1983,1,1,1
5.0,36,24,3,0,22,299,1984,0,1,1
6.38,26,24,1,16,237,162,1985,0,1,1
5.0,25,25,3,0,2,102,1986,0,6,1
7.71,26,23,0,1,12,63,1987,0,1,1
7.53,1,30,1,0,21,206,1988,2,1,1
7.19,12,25,1,2,12,88,1989,0,4,1
6.74,12,23,1,1,172,28,1990,0,0,1
7.62,26,24,1,1,6,86,1991,0,26,1
7.24,25,23,1,1,238,5,1992,0,1,1
7.72,25,24,1,2,9,8,1993,0,1,1
6.49,1,11,3,1,142,120,1994,4,26,1
7.34,4,15,0,1,24,121,1995,2,1,1
5.0,13,25,3,12,3,14,1996,0,0,1
7.28,13,23,1,0,13,18,1997,0,1,1
6.43,103,25,3,0,58,55,1998,0,1,1
4.47,1,25,0,20,22,46,1999,2,1,1
7.83,11,23,0,1,18,15,2000,0,0,1
6.68,2,11,2,10,177,213,2001,2,2,1
5.56,3,30,2,10,106,56,2002,2,2,1
5.32,3,30,2,10,106,56,2003,2,2,1
7.06,56,25,1,1,57,299,2004,0,1,1
7.31,6,25,2,0,24,8,2005,2,1,1
7.15,12,24,1,0,4,122,2006,0,3,1
7.48,25,24,1,8,12,4,2007,0,1,1
7.24,26,24,1,6,14,21,2008,0,0,1
7.98,24,24,1,0,25,182,2009,0,1,1
7.84,13,24,1,0,10,78,2010,0,3,1
8.09,1,114,1,0,17,182,2011,1,0,1
8.01,26,24,0,1,48,146,2012,0,2,1
5.8,6,27,0,2,70,3,2013,2,4,1
8.27,11,22,1,0,3,1,2014,0,1,1
7.5,26,25,3,2,2,183,2015,0,8,1
7.15,2,25,1,8,211,67,2016,3,2,1
6.3,30,24,3,1,96,206,2017,0,26,1
6.78,12,23,1,11,29,123,2018,0,2,1
7.67,4,24,1,0,7,35,2019,2,1,1
7.25,1,70,3,1,58,299,2020,1,0,1
7.17,26,26,0,1,3,237,2021,0,1,1
6.82,3,26,2,0,134,75,2022,2,0,1
6.43,1,26,2,0,39,17,2023,3,2,1
7.05,2,30,2,0,103,107,2024,2,1,1
7.84,13,45,2,0,5,28,2025,2,0,1
6.65,4,25,2,3,189,62,2026,2,4,1
5.0,215,10,3,0,6,86,2027,0,0,1
6.87,59,24,1,0,22,29,2028,0,3,1
6.79,182,25,3,3,74,102,2029,0,1,1
7.33,26,20,1,1,118,14,2030,0,5,1
6.73,1,6,1,1,17,13,2031,2,0,1
6.61,1,25,1,0,48,1,2032,3,1,1
5.79,2,48,2,2,239,30,2033,2,1,1
2.5,10,3,2,0,8,15,2034,2,0,1
5.0,23,25,3,2,225,181,2035,0,5,1
6.64,2,24,2,3,103,107,2036,2,1,1
4.74,1,29,2,3,24,15,2037,2,1,1
7.36,12,24,1,0,226,5,2038,0,4,1
6.89,13,24,1,0,19,9,2039,0,3,1
5.7,1,32,0,2,23,182,2040,2,1,1
5.89,4,30,2,0,240,41,2041,2,0,1
6.36,1,73,3,3,9,206,2042,3,5,1
4.93,1,57,1,2,8,74,2043,2,0,1
6.16,43,20,3,5,25,182,2044,0,0,1
6.74,12,24,2,1,136,23,2045,0,4,1
8.43,50,23,1,0,2,48,2046,0,1,1
6.64,39,24,3,4,25,458,2047,0,0,1
6.65,62,24,3,16,34,19,2048,0,0,1
6.53,13,2,3,0,17,78,2049,4,3,1
7.36,13,24,1,0,42,37,2050,0,1,1
7.31,4,30,2,10,106,120,2051,2,1,1
6.68,12,24,2,0,48,30,2052,0,1,1
7.09,1,23,1,0,6,86,2053,3,1,1
7.12,39,5,1,0,6,124,2054,0,0,1
7.36,11,22,1,3,3,121,2055,0,1,1
6.37,52,25,0,1,14,299,2056,0,1,1
7.39,1,98,3,2,8,15,2057,1,0,1
6.65,52,23,1,2,124,122,2058,0,0,1
7.2,12,24,1,0,4,88,2059,0,4,1
7.28,24,24,0,0,12,182,2060,0,1,1
6.73,4,50,0,6,241,1,2061,2,1,1
8.02,25,22,1,3,24,15,2062,0,1,1
7.62,1,110,1,1,0,15,2063,1,26,1
7.63,4,29,1,1,242,18,2064,2,1,1
6.67,31,25,1,6,3,5,2065,0,1,1
5.24,3,30,2,2,0,62,2066,2,0,1
7.25,24,1,1,0,10,5,2067,3,2,1
6.22,24,24,1,0,43,3,2068,0,1,1
6.61,25,2,1,0,5,159,2069,0,0,1
5.76,1,48,0,0,10,15,2070,2,1,1
5.5,1,70,2,4,70,77,2071,2,1,1
6.22,27,23,3,1,3,299,2072,0,0,1
6.3,51,24,3,0,81,3,2073,0,1,1
7.09,12,23,1,0,12,122,2074,0,1,1
6.15,13,1,3,0,0,3,2075,3,1,1
6.84,12,25,2,0,39,103,2076,0,2,1
8.52,26,22,0,3,5,182,2077,0,1,1
6.38,51,24,1,0,2,48,2078,0,1,1
6.18,305,6,1,0,25,5,2079,0,0,1
6.31,40,5,1,0,25,299,2080,0,0,1
6.48,1,4,3,14,25,182,2081,14,0,1
7.13,1,28,1,1,67,86,2082,2,5,1
7.16,11,22,1,11,3,1,2083,0,1,1
6.65,12,24,2,0,12,122,2084,0,4,1
8.0,13,24,1,1,148,102,2085,2,1,1
7.02,1,94,1,0,4,6,2086,1,26,1
7.21,1,25,1,0,55,102,2087,2,1,1
6.71,1,4,3,16,12,206,2088,3,0,1
6.79,12,24,2,0,228,125,2089,0,2,1
7.09,13,24,1,0,224,62,2090,0,1,1
6.45,12,24,2,0,9,11,2091,0,4,1
6.81,11,2,3,15,71,19,2092,3,0,1
8.06,11,22,1,3,18,0,2093,0,0,1
7.72,24,24,1,1,10,1,2094,0,1,1
6.89,1,96,3,0,22,29,2095,1,1,1
6.33,2,30,2,10,113,338,2096,2,2,1
6.32,7,30,3,0,12,84,2097,3,0,1
6.39,6,7,3,0,136,72,2098,3,3,1
6.7,1,20,1,2,198,6,2099,3,26,1
7.01,1,22,0,1,243,126,2100,4,1,1
7.31,1,2,0,1,0,206,2101,1,0,1
7.42,1,5,1,1,17,78,2102,3,4,1
7.04,1,21,1,0,9,5,2103,3,1,1
6.93,12,24,2,0,42,380,2104,0,1,1
7.35,1,95,1,0,43,3,2105,1,1,1
6.22,1,22,2,0,10,77,2106,2,0,1
8.16,7,62,1,1,0,206,2107,2,5,1
6.3,4,28,2,10,120,70,2108,2,1,1
7.6,13,24,1,0,12,123,2109,0,4,1
7.85,1,24,1,3,127,78,2110,3,2,1
7.1,1,4,1,3,46,18,2111,3,2,1
5.73,1,67,2,0,49,99,2112,2,1,1
7.6,1,82,1,0,3,15,2113,1,0,1
7.3,1,27,1,0,6,86,2114,2,1,1
7.32,12,24,2,1,42,28,2115,0,0,1
4.73,65,6,1,1,244,102,2116,0,0,1
5.0,2,46,1,9,10,1,2117,2,1,1
4.73,1,24,1,21,245,30,2118,2,0,1
7.41,1,100,1,3,12,15,2119,1,4,1
6.18,1,15,1,0,24,299,2120,2,1,1
8.03,4,15,1,2,6,0,2121,3,1,1
5.77,2,31,2,10,106,71,2122,2,2,1
6.11,16,2,1,0,9,30,2123,0,9,1
6.13,26,24,2,1,2,244,2124,0,0,1
7.65,25,20,1,2,2,3,2125,0,1,1
8.15,1,102,3,1,82,55,2126,1,1,1
6.45,24,24,2,1,246,270,2127,0,1,1
6.66,331,25,1,0,3,126,2128,0,1,1
7.2,12,24,1,0,10,62,2129,0,1,1
4.49,1,30,1,22,247,153,2130,2,0,1
8.15,13,24,1,0,6,84,2131,0,0,1
7.48,1,16,1,0,17,5,2132,3,1,1
6.17,4,25,1,0,17,1,2133,2,5,1
7.14,39,4,0,0,140,14,2134,0,0,1
7.09,1,27,1,0,21,206,2135,3,1,1
5.97,12,5,1,0,27,46,2136,0,1,1
7.37,4,28,1,1,60,1,2137,2,4,1
7.48,12,24,0,1,6,0,2138,0,0,1
7.31,12,24,1,0,19,46,2139,0,1,1
7.9,26,13,1,0,224,37,2140,0,1,1
7.87,50,24,3,8,24,3,2141,0,1,1
8.36,12,50,0,1,6,109,2142,0,4,1
7.31,50,2,3,0,248,5,2143,0,1,1
7.0,1,110,2,1,2,206,2144,1,1,1
7.6,1,61,0,1,6,25,2145,1,4,1
6.58,12,24,2,1,136,22,2146,0,6,1
7.57,12,24,1,1,10,15,2147,0,26,1
5.97,22,23,1,1,22,141,2148,0,0,1
7.63,1,92,1,0,18,15,2149,1,0,1
6.23,12,24,1,0,151,380,2150,0,1,1
8.29,1,102,2,1,53,182,2151,1,0,1
7.31,13,24,1,1,2,12,2152,0,4,1
6.16,12,25,0,1,8,103,2153,0,2,1
6.87,5,25,2,10,106,62,2154,2,0,1
6.05,1,30,2,10,249,75,2155,2,2,1
7.68,175,24,1,0,2,86,2156,0,1,1
6.0,6,3,2,1,48,22,2157,3,6,1
7.22,12,24,0,0,6,86,2158,0,1,1
7.32,13,24,1,0,13,18,2159,0,1,1
8.18,24,24,0,1,6,43,2160,0,4,1
7.06,12,24,2,1,136,18,2161,0,1,1
7.24,27,24,0,1,46,121,2162,0,4,1
7.67,1,51,0,1,12,15,2163,1,1,1
7.56,24,23,1,1,60,1,2164,0,4,1
7.96,11,23,0,0,18,299,2165,0,5,1
7.33,1,58,1,3,59,18,2166,3,2,1
5.77,1,22,1,1,12,127,2167,2,0,1
7.23,5,15,0,2,116,39,2168,1,0,1
6.31,1,73,1,0,82,128,2169,2,1,1
7.56,12,24,1,4,6,86,2170,0,0,1
8.22,26,24,1,0,6,206,2171,0,1,1
7.83,1,23,1,0,10,78,2172,3,3,1
7.04,9,16,1,1,146,299,2173,4,26,1
6.54,1,20,1,0,250,6,2174,3,26,1
7.22,12,24,0,1,42,23,2175,0,1,1
7.37,9,4,1,0,224,8,2176,3,1,1
6.13,29,25,3,0,53,182,2177,0,6,1
6.83,52,25,1,23,251,129,2178,0,5,1
6.9,1,106,3,5,3,162,2179,3,1,1
6.37,12,23,1,1,21,182,2180,0,6,1
7.41,1,100,1,1,42,5,2181,1,2,1
7.62,1,123,1,0,18,15,2182,1,0,1
6.08,1,28,1,0,252,278,2183,2,3,1
6.94,3,8,0,0,233,130,2184,2,1,1
7.13,1,49,1,5,2,126,2185,1,1,1
7.7,13,24,1,0,6,86,2186,0,3,1
6.88,13,23,0,1,6,86,2187,0,0,1
7.07,13,24,0,0,6,86,2188,0,0,1
6.31,12,24,2,2,149,62,2189,0,2,1
7.27,23,19,1,7,22,299,2190,0,10,1
5.0,21,25,1,0,3,5,2191,0,1,1
7.75,3,24,1,0,12,18,2192,3,3,1
5.99,1,21,2,11,65,270,2193,2,1,1
7.14,1,99,1,0,22,29,2194,1,1,1
7.0,1,111,0,3,162,299,2195,1,1,1
6.8,9,3,1,0,142,86,2196,3,26,1
7.06,3,29,2,10,249,75,2197,2,2,1
8.06,26,24,1,0,9,1,2198,0,1,1
7.12,1,52,1,1,253,131,2199,2,6,1
5.25,1,5,3,4,108,206,2200,3,0,1
7.93,12,24,1,0,6,18,2201,0,3,1
6.34,12,24,1,1,9,62,2202,0,2,1
7.02,44,23,3,1,2,6,2203,0,26,1
6.62,25,21,1,0,2,21,2204,0,1,1
6.89,12,23,2,0,39,41,2205,0,4,1
6.52,13,23,1,2,6,67,2206,0,0,1
5.55,1,35,2,10,254,153,2207,2,1,1
6.78,1,84,1,5,242,18,2208,1,1,1
6.64,12,24,2,0,12,8,2209,0,4,1
7.01,50,23,3,0,136,21,2210,0,0,1
5.1,1,27,2,19,62,46,2211,2,1,1
6.16,1,31,1,0,255,299,2212,1,1,1
6.46,26,3,3,0,228,125,2213,0,8,1
7.74,12,23,0,3,10,182,2214,0,5,1
5.96,52,5,1,0,8,132,2215,0,0,1
5.62,2,27,2,18,106,89,2216,2,2,1
8.65,1,162,1,0,17,78,2217,1,4,1
6.21,39,24,3,1,142,102,2218,0,0,1
7.15,1,80,1,0,65,5,2219,1,11,1
7.97,4,24,0,1,67,0,2220,3,0,1
6.52,1,25,1,3,227,122,2221,3,6,1
6.72,1,8,1,0,12,13,2222,2,2,1
7.48,3,29,2,10,106,113,2223,2,2,1
6.1,12,2,1,0,9,30,2224,0,9,1
8.05,1,106,1,4,112,49,2225,1,0,1
8.52,1,95,0,0,6,206,2226,1,1,1
6.57,2,23,0,0,148,4,2227,3,1,1
6.07,1,29,1,0,256,122,2228,2,26,1
5.7,12,3,1,0,248,133,2229,0,3,1
6.78,12,24,2,1,48,22,2230,0,1,1
6.11,2,30,2,10,113,338,2231,2,2,1
7.82,12,23,1,3,10,23,2232,0,1,1
6.72,13,24,1,0,42,62,2233,0,4,1
6.56,1,37,1,0,65,134,2234,2,3,1
7.65,24,24,1,1,8,5,2235,0,1,1
6.71,12,24,2,0,19,9,2236,0,1,1
6.29,9,2,1,0,257,118,2237,2,4,1
6.16,1,35,1,0,258,135,2238,2,1,1
6.3,1,98,0,4,259,15,2239,1,5,1
5.85,1,31,2,10,120,136,2240,2,0,1
7.59,13,24,1,0,6,137,2241,0,1,1
5.0,24,23,3,2,9,5,2242,0,5,1
6.36,37,39,3,0,25,138,2243,0,0,1
7.6,13,24,1,0,19,18,2244,0,1,1
8.38,25,24,1,0,25,48,2245,0,1,1
7.58,26,24,1,3,25,5,2246,0,1,1
7.35,13,24,1,7,25,146,2247,0,5,1
6.91,1,15,1,0,12,15,2248,2,4,1
8.23,25,24,1,0,24,1,2249,0,1,1
6.89,1,96,1,1,4,6,2250,1,26,1
6.14,26,11,1,8,20,5,2251,4,2,1
8.04,13,24,1,0,6,86,2252,0,1,1
7.79,22,22,0,7,6,10,2253,0,1,1
6.96,1,3,0,1,27,4,2254,3,1,1
6.06,1,23,2,0,39,103,2255,3,2,1
6.18,6,3,2,1,48,22,2256,3,6,1
7.05,12,5,1,0,0,5,2257,0,1,1
6.94,12,24,1,0,12,1,2258,0,0,1
7.22,12,24,1,0,136,1,2259,0,4,1
6.11,25,4,3,0,260,36,2260,4,0,1
6.7,1,25,2,0,39,103,2261,2,2,1
8.61,11,23,0,0,18,182,2262,0,5,1
8.15,26,24,1,0,10,78,2263,0,3,1
6.94,12,24,2,0,136,72,2264,0,3,1
5.63,1,1,2,2,17,182,2265,2,1,1
